player,team,gameInfo,salary,value,completionsAttempts,passingYards,passingTouchdowns,interceptionsThrown,rushingAttempts,rushingYards,rushingTouchdowns,receptions,targets,receivingYards,receivingTouchdowns,fantasy,positionRank,overallRank,opponentDefensiveRank
Wan'Dale Robinson,New York Giants,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,61.51,98.28,549.13,3.05,104.31,61,151,
Christian Kirk,Houston Texans,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,46.58,75.6,603.97,3.4,103.75,62,153,
Luther Burden III,Chicago Bears,,N/A,N/A,0.0/0.0,0,0,0,4.57,23.2,0.19,46.26,78.86,559.6,3.21,101.47,63,154,
Marquez Valdes-Scantling,Seattle Seahawks,,N/A,N/A,0.0/0.0,0,0,0,7.01,35.79,0.27,35.52,73.97,555.22,3.4,98.88,64,155,
Calvin Austin III,Pittsburgh Steelers,,N/A,N/A,0.0/0.0,0,0,0,4.97,25.36,0.22,41.6,71.12,538.49,3.37,98.05,65,159,
Keenan Allen,Los Angeles Chargers,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,46.6,73.75,513.42,3.79,97.04,66,161,
Tre Harris,Los Angeles Chargers,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,40.42,68.08,523.42,3.64,94.39,67,164,
Romeo Doubs,Green Bay Packers,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,39.12,65.9,480.59,4.09,91.72,68,168,
Josh Reynolds,New York Jets,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,41.55,69.56,520.38,3.14,91.31,69,169,
Jayden Higgins,Houston Texans,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,41.8,69.8,505.8,3.25,90.98,70,171,
Dontayvion Wicks,Green Bay Packers,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,37.48,65.9,474.68,4.22,90.75,71,172,
JuJu Smith-Schuster,Kansas City Chiefs,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,44.41,65.1,500.2,3.26,90.45,72,174,
Kendrick Bourne,New England Patriots,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,43.03,64.01,507.06,2.61,87.06,73,177,
Tutu Atwell,Los Angeles Rams,,N/A,N/A,0.0/0.0,0,0,0,4.53,23,0.18,39.89,64.11,473.93,2.6,86.12,74,178,
Demario Douglas,New England Patriots,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,44.54,69.37,483.42,2.58,85.41,75,180,
Jordan Whittington,Los Angeles Rams,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,40.26,64.11,493.11,2.64,85.08,76,181,
Brandon Aiyuk,San Francisco 49ers,,N/A,N/A,0.0/0.0,0,0,0,3.16,16.2,0.12,30.87,49.89,499.81,2.91,84.9,77,182,
Alec Pierce,Indianapolis Colts,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,34.57,64.29,511.97,2.67,84.36,78,184,
Troy Franklin,Denver Broncos,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,39.13,69.03,436.58,3.5,83.54,79,185,
Michael Wilson,Arizona Cardinals,,N/A,N/A,0.0/0.0,0,0,0,4.82,24.78,0.22,35.55,56.37,442.13,2.86,82.61,80,186,
Van Jefferson,Tennessee Titans,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,37.27,64.09,484.33,2.56,82.25,81,188,
Dyami Brown,Jacksonville Jaguars,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,37.69,66.63,478.43,2.57,82.11,82,189,
Josh Palmer,Buffalo Bills,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,33.53,55.36,484.32,2.87,82.08,83,190,
DeAndre Hopkins,Baltimore Ravens,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,33.71,54.71,393.9,3.82,78.58,84,195,
Tre Tucker,Las Vegas Raiders,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,34.99,56.4,451.64,2.34,76.36,85,196,
Jalen Nailor,Minnesota Vikings,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,32.35,52.93,398.44,3.17,74.7,86,197,
Darius Slayton,New York Giants,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,31.77,60.05,460.4,2.04,73.48,87,203,
Brandin Cooks,New Orleans Saints,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,35.46,59.97,376.71,2.86,72.22,88,207,
Jalen Tolbert,Dallas Cowboys,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,35.11,60.18,394.21,2.56,71.66,89,209,
Andrei Iosivas,Cincinnati Bengals,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,31.75,52.15,363.41,3.06,70.24,90,211,
Kayshon Boutte,New England Patriots,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,31.56,53.33,414.08,2.22,70.17,91,214,
Jha'Quan Jackson,Tennessee Titans,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,33.14,53.42,403.65,2.37,69.8,92,215,
Malik Washington,Miami Dolphins,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,32.67,49.6,337.4,2.21,63,93,224,
Curtis Samuel,Buffalo Bills,,N/A,N/A,0.0/0.0,0,0,0,5.08,26.61,0.22,28.7,44.3,302.34,2.39,62.56,94,226,
Quentin Johnston,Los Angeles Chargers,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,26.37,45.4,335.01,2.5,61.69,95,227,
K.J. Osborn,Washington Commanders,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,28.38,43.96,313.47,2.48,59.74,96,229,
Luke McCaffrey,Washington Commanders,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,29.55,46.71,315.89,2.28,59.14,97,230,
Nick Westbrook-Ikhine,Miami Dolphins,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,25.98,43.75,331.16,2.19,58.91,98,232,
Tai Felton,Minnesota Vikings,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,25.63,43.97,297.09,2.4,56.64,99,237,
Adonai Mitchell,Indianapolis Colts,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,27.16,48.24,305.48,2.1,56.05,100,239,
Dont'e Thornton Jr.,Las Vegas Raiders,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,25.89,42.3,321.16,1.88,56,101,240,
Allen Lazard,New York Jets,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,24.74,42.25,299.97,2.21,55.63,102,241,
Anthony Miller,Baltimore Ravens,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,25.35,41.68,277.92,2.58,55.27,103,242,
Tim Patrick,Detroit Lions,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,22.64,38.2,298.72,2.3,54.65,104,243,
Zay Jones,Arizona Cardinals,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,27.21,42.27,282.97,1.94,53.54,105,245,
Xavier Hutchinson,Houston Texans,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,26.06,46.53,283.78,1.94,52.37,106,246,
Jalen Coker,Carolina Panthers,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,26.32,46.01,319.88,1.31,52.33,107,247,
DeAndre Carter,Cleveland Browns,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,26.64,41.38,326.04,1.47,52.3,108,248,
Jake Bobo,Seattle Seahawks,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,24.09,39.83,278.53,2.04,51.8,109,249,
Kalif Raymond,Detroit Lions,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,20.78,32.34,279.71,1.94,48.64,110,253,
Jalin Hyatt,New York Giants,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,21.21,38.2,276.16,1.38,46.16,111,259,
Robert Woods,Pittsburgh Steelers,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,23.79,41.03,248.49,1.57,45.54,112,260,
Elijah Moore,Buffalo Bills,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,21.52,38.76,237.76,1.88,45.48,113,261,
Tyler Johnson,New York Jets,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,22.03,36.51,233.72,1.71,44.31,114,265,
Jalen McMillan,Tampa Bay Buccaneers,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,19.66,30.94,230.11,1.93,44.24,115,266,
Roman Wilson,Pittsburgh Steelers,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,19.21,32.83,234.68,1.68,42.81,116,268,
Michael Gallup,Washington Commanders,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,19.61,32.97,219.79,1.78,42.46,117,269,
Devaughn Vele,New Orleans Saints,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,20.02,32.72,215.51,1.67,41.24,118,272,
Kyle Philips,Las Vegas Raiders,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,20.32,33.84,236.42,1.21,40.08,119,276,
Trey Palmer,Tampa Bay Buccaneers,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,17.2,28.14,188.52,1.58,36.43,120,280,
Cedrick Wilson,New Orleans Saints,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,16.87,27.26,191.11,1.43,35.79,121,283,
Khadarel Hodge,Atlanta Falcons,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,15.56,27.29,207.81,1.21,35.48,122,285,
Skyy Moore,San Francisco 49ers,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,15.42,27.62,184.87,1.37,33.74,123,289,
A.T. Perry,Denver Broncos,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,13.71,23.01,180.49,1.48,33.44,124,291,
Greg Dortch,Arizona Cardinals,,N/A,N/A,0.0/0.0,0,0,0,4.82,24.95,0.22,15,22.54,149.99,1.12,32.35,125,293,
Jahan Dotson,Philadelphia Eagles,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,14.7,25,174.61,1.2,32.01,126,294,
Hunter Renfrow,Carolina Panthers,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,18.19,27.07,180.21,0.86,31.26,127,296,
Tylan Wallace,Baltimore Ravens,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,12.78,20.86,160.56,1.49,31.05,128,297,
Simi Fehoko,Arizona Cardinals,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,13.63,22.54,163.79,1.23,30.23,129,298,
Malik Heath,Green Bay Packers,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,12.55,21.97,139.89,1.18,27,130,307,
Russell Gage,San Francisco 49ers,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,12.95,20.48,145.02,1.01,26.86,131,308,
Jermaine Burton,Cincinnati Bengals,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,11.76,19.55,143.02,1.06,26.2,132,310,
Casey Washington,Atlanta Falcons,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,12.58,21.84,141.23,1,26.07,133,311,
David Moore,Carolina Panthers,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,12.05,21.67,149.52,0.76,25.2,134,314,
Malachi Corley,New York Jets,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,12.36,21.54,131.1,0.88,24.19,135,316,
Quez Watkins,Arizona Cardinals,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,10.58,16.9,127.56,0.78,22.39,136,325,
Erik Ezukanma,Miami Dolphins,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,10.83,17.5,120.73,0.79,22.23,137,326,
Jamal Agnew,Atlanta Falcons,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,10.02,16.39,103.27,0.88,19.94,138,329,
Chris Blair,Atlanta Falcons,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,9.42,16.39,106.13,0.73,19.36,139,330,
Parris Campbell,Dallas Cowboys,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,10.98,18.06,99.26,0.62,18.8,140,331,
John Metchie III,Philadelphia Eagles,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,9,15.01,102.37,0.73,18.8,140,331,
Sterling Shepard,Tampa Bay Buccaneers,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,9.61,14.58,94.91,0.73,18.68,142,333,
Tim Jones,Minnesota Vikings,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,8.17,14.03,90.9,0.77,17.8,143,334,
Charlie Jones,Cincinnati Bengals,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,8.12,13.04,95.73,0.64,17.45,144,335,
Devontez Walker,Baltimore Ravens,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,6.32,10.42,78.01,0.75,15.46,145,342,
Justin Watson,Houston Texans,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,6.47,11.63,88.84,0.51,15.18,146,343,
Mecole Hardman,Green Bay Packers,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,6.9,10.99,78.68,0.63,14.76,147,345,
Dee Eskridge,Miami Dolphins,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,7.17,11.68,75.76,0.52,14.28,148,347,
Olamide Zaccheaus,Chicago Bears,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,6.66,11.25,79.87,0.44,13.62,149,351,
Ben Skowronek,Pittsburgh Steelers,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,6.47,10.95,72.17,0.52,13.57,150,352,
Bo Melton,Green Bay Packers,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,6.19,10.99,73.83,0.55,13.5,151,353,
Mack Hollins,New England Patriots,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,6.19,10.66,75.66,0.41,13.12,152,356,
Devin Duvernay,Chicago Bears,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,7,11.25,65.12,0.49,12.95,153,359,
Irvin Charles,New York Jets,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,6.5,11.38,69.96,0.46,12.67,154,362,
Maurice Alexander,Chicago Bears,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,6.38,11.25,70.36,0.42,12.41,155,363,
Samori Toure,Chicago Bears,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,6.29,11.25,69.84,0.41,12.25,156,364,
Tyler Scott,Chicago Bears,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,6.33,11.25,68.39,0.4,12.06,157,365,
Xavier Weaver,Arizona Cardinals,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,5.17,8.45,61.43,0.48,11.61,158,368,
KaVontae Turpin,Dallas Cowboys,,N/A,N/A,0.0/0.0,0,0,0,4.43,22.36,0.17,3.48,6.04,39.94,0.24,10.09,159,372,
Kendric Pryor,Cincinnati Bengals,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,3.9,6.52,42.79,0.34,8.27,160,384,
Isaiah Williams,Cincinnati Bengals,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,3.9,6.52,42.34,0.34,8.22,161,386,
Trishton Jackson,Arizona Cardinals,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,3.43,5.65,40.68,0.34,7.82,162,388,
Jamari Thrash,Cleveland Browns,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,3.6,5.9,46.37,0.22,7.76,163,389,
Jalen Brooks,Dallas Cowboys,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,3.43,6.04,39.39,0.24,7.09,164,395,
Michael Woods II,Cleveland Browns,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,3.45,5.9,41.34,0.17,6.88,165,397,
Cody White,Seattle Seahawks,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,3.27,5.69,37.64,0.21,6.66,166,398,
Dareke Young,Seattle Seahawks,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,3.26,5.69,37.67,0.21,6.66,166,398,
Kelvin Harmon,Dallas Cowboys,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,3.46,6.04,37.49,0.17,6.5,168,402,
Miles Boykin,Chicago Bears,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,3.2,5.64,36.98,0.17,6.32,169,406,
Steven Sims,Seattle Seahawks,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,3.37,5.69,33.96,0.21,6,170,409,
Brycen Tremayne,Carolina Panthers,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,3.04,5.4,33.75,0.17,5.92,171,410,
Ainias Smith,Philadelphia Eagles,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,2.97,5,32.43,0.17,5.75,172,411,
Demarcus Robinson,San Francisco 49ers,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,2.1,3.55,27.75,0.22,5.15,173,412,
Ashton Dulin,Indianapolis Colts,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,1.53,2.67,17.29,0.17,3.51,174,419,
Chris Moore,Washington Commanders,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Trent Taylor,San Francisco 49ers,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Dante Pettis,New Orleans Saints,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Trent Sherfield,Denver Broncos,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Braxton Berrios,Houston Texans,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Lil'Jordan Humphrey,New York Giants,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Jalen Reagor,Los Angeles Chargers,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Collin Johnson,Las Vegas Raiders,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Darnell Mooney,Atlanta Falcons,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
James Proche,Tennessee Titans,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Malik Taylor,Detroit Lions,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Donovan Peoples-Jones,New Orleans Saints,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Dan Chisena,Carolina Panthers,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Terrace Marshall Jr.,Philadelphia Eagles,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Ihmir Smith-Marsette,New York Giants,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
Mike Strachan,Washington Commanders,,N/A,N/A,0.0/0.0,0,0,0,0,0,0,0,0,0,0,0,175,422,
